nTotal,true_ratio,confidence,estimate
25,0.75,1,50
5,0.125,2,61
5,0.125,2,0
5,0.75,2,17
45,0.375,2,7
5,0.375,3,8
45,0.375,2,26
45,0.25,2,39
45,0.5,2,40
25,0,2,0
5,0.5,2,31
45,0.625,2,35
45,0.625,2,31
25,0.125,3,18
45,0.5,2,25
5,0.375,3,6
45,0.75,2,24
25,0.25,2,3
45,0,2,10
45,0.125,2,0
25,0.625,2,7
45,0.125,2,9
45,0.75,3,79
25,0.375,2,43
45,0.125,3,42
5,0.875,2,8
25,1,2,13
25,0.75,2,18
5,0,2,31
25,0,2,26
25,0.75,3,66
45,1,2,59
5,0.25,3,54
5,0,3,0
45,0.625,3,55
45,0.75,2,38
5,0.625,2,31
25,0.25,2,23
5,0.75,2,39
5,0.5,2,26
25,0.5,2,34
45,1,3,100
5,0.25,2,14
25,0.125,2,2
45,0.375,2,12
5,0.875,2,14
25,1,2,9
45,0.875,2,15
25,0.25,2,61
25,0.5,2,26
5,0,2,42
25,0.375,2,23
5,1,2,34
5,0.625,2,33
45,0,2,13
5,1,2,29
5,1,2,15
45,0.875,2,19
5,0.875,2,2
5,0.125,2,2
25,0.625,2,8
5,0.25,2,1
5,0.375,2,0
25,0.875,2,1
45,0.25,2,14
45,1,2,80
45,0.5,2,75
25,0.375,2,65
25,0.25,2,30
5,0.375,2,60
5,0.5,3,60
25,0.875,2,90
25,0.5,2,40
25,1,2,85
5,0.5,2,25
25,1,3,100
25,0.875,3,100
5,0.875,3,80
45,0,3,0
25,0.75,2,80
5,0,3,20
45,0.125,3,0
5,0.375,3,20
5,0.875,3,80
45,0.875,3,100
5,0,2,0
45,0.125,2,10
45,0.625,2,40
45,1,3,100
5,0.25,3,40
5,0.375,3,40
45,1,3,100
45,0,3,0
5,0.75,3,60
25,0.875,2,75
5,0.5,3,60
45,0.375,2,75
45,0.75,2,60
45,0.125,2,30
5,1,2,100
5,1,2,80
45,0.75,2,60
45,0.625,2,75
25,0.625,2,80
25,0.25,2,35
25,1,3,100
25,0.125,2,25
25,0.125,2,10
5,0.875,2,100
5,0.25,2,20
5,0.125,2,0
25,0.5,2,80
45,0.25,2,20
25,0,3,0
45,0.875,2,85
45,0.875,2,90
5,0.625,2,80
45,0,2,10
25,0,3,0
45,0.5,2,50
25,0.375,2,25
25,0.375,2,15
5,0.125,2,20
45,0.625,2,60
45,0.75,2,90
45,0.25,2,10
25,0.75,2,65
25,0.125,3,0
5,0,2,0
45,0.25,2,33
5,0.625,2,40
25,0.75,2,90
25,0.625,2,60
5,0.25,1,60
5,0.75,2,80
25,0,2,15
5,0.75,2,100
25,0.5,2,40
25,0.625,2,50
45,0.5,2,20
5,0.125,2,20
5,1,2,100
5,0.625,2,60
25,0.25,2,10
45,0.375,2,20
45,0.375,2,33
45,0.875,2,56
45,0.625,2,43
5,0.25,2,60
45,0.375,3,84
5,0.375,2,53
5,0.5,2,51
5,1,2,53
45,0.375,3,57
45,0.25,3,88
25,0.875,3,32
25,0.25,2,74
25,0.625,2,57
5,1,2,56
45,1,2,6
5,0.75,2,6
5,0.875,1,11
45,0.875,2,8
5,0.125,1,61
45,1,3,100
45,0.25,3,51
45,0.25,3,29
25,0.5,2,52
5,0.5,1,26
25,0.5,1,35
25,0,3,0
25,0.375,3,53
45,0,1,55
25,0.5,2,38
25,0.125,2,47
45,0.75,1,16
5,0.125,1,40
25,0.75,1,25
5,0.25,1,30
25,0.75,1,25
25,0.625,1,25
5,0.75,1,26
45,0,1,26
25,0.875,1,43
45,0.875,2,44
25,1,1,32
5,0.625,1,22
5,0.375,1,23
25,0.25,1,24
25,0.25,1,17
5,0.125,1,24
25,0.875,3,100
5,0.875,1,60
5,0.625,1,31
5,0.625,1,31
25,0.375,1,31
5,0.875,1,22
5,0,1,33
45,0.125,1,35
5,0.75,1,37
45,0.625,1,33
25,1,1,25
45,0.5,1,36
25,0.75,1,21
25,0.125,1,39
5,0,1,22
45,0.125,3,25
45,0.375,3,15
25,0,2,19
25,0.375,1,20
25,0,1,16
25,0.125,1,31
5,0,1,22
45,0.625,2,52
45,0.5,1,35
45,0.125,2,36
25,0.625,2,42
45,0,2,27
5,0.25,2,34
45,0.75,2,35
45,1,2,32
45,0.5,2,36
45,0.75,2,26
5,0.375,1,49
5,1,1,18
25,1,3,88
5,0.5,1,25
25,0.625,3,81
5,0,3,1
5,0.625,3,42
5,0.875,3,79
5,0.25,3,42
25,0.125,3,1
5,0.75,2,80
5,0.875,3,99
5,0.875,3,90
45,0.125,1,32
45,1,3,100
45,0.75,3,86
45,0.875,3,91
45,0.625,3,92
5,0.5,3,55
25,0.75,3,90
45,0.25,3,80
45,0.75,3,60
25,0.375,1,49
5,0.125,3,20
5,0,3,25
25,1,3,99
5,0.375,3,46
25,0.5,3,55
25,0.75,3,73
25,0,3,2
45,0,3,7
5,0.75,3,72
45,0.25,3,40
5,0.75,3,99
5,0.375,3,60
45,0.5,3,57
25,0.625,3,84
45,0.5,2,50
25,0.375,3,50
45,0,3,0
25,0.375,3,22
5,1,3,81
25,0.5,3,46
25,0.25,3,29
45,0.375,2,50
45,0.875,3,100
45,0.875,3,84
25,0.125,3,32
45,1,3,99
5,1,3,94
25,0.25,3,9
45,1,3,83
5,0.5,3,20
25,0,3,2
45,0.125,2,23
5,0.5,3,65
45,0.25,3,19
25,0.125,3,10
5,0.625,3,55
5,0.25,3,15
5,1,3,95
5,0.625,3,77
25,0.875,3,99
25,1,3,98
5,0,3,4
45,0.375,3,18
45,0,3,1
5,0.125,3,14
25,1,3,78
25,0,3,18
45,0.5,3,42
45,0.375,3,43
25,0.875,3,70
25,0.875,3,88
5,0.375,3,9
25,0.625,3,46
25,0.25,3,46
5,0.25,3,15
45,0.625,3,58
5,0.125,3,1
25,0.5,3,60
45,0.125,3,1
45,0.75,3,88
45,0.625,3,50
25,0.75,3,52
45,0,3,0
45,0.875,3,90
25,0.125,2,9
45,1,3,100
25,0.25,2,28
5,0.5,3,75
45,0.125,3,25
5,0.75,1,57
25,0.375,2,35
25,0.25,2,20
45,0.75,3,96
5,0.125,3,0
45,0.375,2,15
5,0.875,3,100
5,0.625,2,43
45,0.125,3,20
25,0.5,2,43
5,1,3,100
5,0.75,3,99
5,0,3,0
45,0,3,0
25,0.5,3,40
25,0.75,3,98
45,1,3,93
25,0,3,0
45,0,3,37
45,0.875,3,100
25,0.75,3,70
25,0,3,0
25,0,1,48
5,0.375,1,44
25,0.625,3,60
25,0.375,3,70
5,0.25,3,65
25,0.125,3,0
45,0.625,3,70
5,0,2,13
5,0.875,3,100
45,0.875,3,98
45,0.125,3,0
5,0.5,3,60
45,0.375,3,65
5,0,3,0
25,0.5,3,59
25,0.625,3,55
5,1,2,57
45,0.5,3,40
25,1,3,100
5,0.125,3,0
45,0.5,3,35
45,0.5,3,60
45,0.75,3,66
45,0.625,3,45
25,0.875,2,40
45,0.375,3,52
5,0.125,3,15
5,1,3,90
5,0.625,3,100
45,0.25,3,48
25,0.75,3,85
25,1,2,76
5,0.25,2,43
5,0.375,2,43
25,0.875,3,95
25,0.875,3,100
25,0.25,3,45
5,0.375,3,45
45,0.75,3,50
5,0.5,3,50
5,0.25,1,46
5,0.75,3,100
5,0.875,2,99
45,0.25,2,5
45,0.25,2,38
25,0.125,2,50
25,0.375,2,44
45,1,3,100
5,0.625,3,50
45,0.625,3,90
25,0.625,2,67
25,1,3,100
5,0.5,2,50
45,0.75,3,65
5,0.625,3,66
45,0.75,3,66
5,0.25,3,20
5,0.5,3,40
5,0.875,3,80
45,0.625,3,75
5,0,3,5
5,0.75,3,50
5,1,3,80
5,1,3,95
25,0.125,3,5
25,1,3,95
25,0.25,3,60
45,0.875,3,85
45,1,3,95
25,0.375,3,25
5,0,3,30
25,0.125,3,40
45,1,3,100
5,0.625,2,61
25,0.75,3,50
5,0.25,3,35
45,0.125,3,10
5,0.375,3,20
5,0.25,3,20
45,0.125,3,40
45,0,3,10
5,0.125,3,20
45,0.375,3,15
5,0.875,3,95
25,0,3,5
25,0.375,3,37
45,1,3,85
45,0.125,3,5
25,0.125,3,10
5,0.5,3,40
25,0,3,10
45,0.25,3,25
45,0.875,3,95
5,0.625,3,90
25,0.875,3,91
45,0.875,3,80
5,0.875,3,85
25,0.875,3,90
25,0.25,3,35
45,0,3,70
25,0.5,3,30
5,1,3,95
45,0.75,3,84
25,0.625,3,71
5,0.375,3,43
5,0,3,9
45,0.25,3,25
45,0.5,3,50
45,0.375,3,35
45,0.5,3,35
25,0.5,3,46
25,0.625,3,43
5,0.75,3,49
25,0.5,3,40
45,0,3,10
25,0.25,3,9
5,0.375,3,50
25,0.875,3,83
25,1,3,71
45,0.625,3,73
25,0.375,3,72
25,1,3,93
45,0.375,3,46
5,0.125,3,21
5,0.75,3,91
25,0.75,1,43
45,0.25,3,8
45,0.5,2,52
25,0.75,3,91
25,0.625,3,62
45,0.625,1,50
25,0,3,28
5,0.125,3,11
45,0.125,3,0
5,0.375,2,10
5,0,2,1
45,0,3,0
5,0.875,1,97
45,0.5,2,81
45,0.875,2,80
25,0.75,2,65
5,0.75,2,90
5,0.5,2,80
25,0.375,2,31
5,0.125,1,10
5,0.875,1,90
45,0.25,2,16
25,0.375,2,53
45,0,2,6
45,0.625,2,70
25,0.125,2,39
45,1,3,100
25,0.875,3,100
25,0.625,2,54
45,1,3,100
25,0.5,2,55
45,0.75,2,53
45,1,2,90
25,1,3,96
5,0.5,3,25
25,1,2,85
5,0.75,2,75
25,0.875,2,78
45,0.375,2,25
5,1,1,96
45,0.625,2,83
45,0.25,2,25
5,0.625,1,75
5,0.25,1,25
45,0.875,3,100
25,0.875,2,90
5,0.5,1,64
25,0.125,2,15
5,0.625,1,65
45,0.5,2,44
25,0.75,2,75
45,0.125,2,15
45,0.375,2,75
25,0.625,2,37
5,0.375,1,35
45,0.75,2,88
45,0.625,2,75
25,0,2,0
25,0.25,2,25
25,0,2,16
25,0.5,2,75
25,0.125,2,0
45,0,3,0
5,0.125,1,25
45,0.125,2,25
25,0.625,2,76
25,0,1,0
25,1,2,100
5,0.25,1,16
5,0,1,17
25,0.5,2,25
5,0.125,1,15
45,0.25,2,26
45,0.5,2,19
5,0.25,1,23
5,0.75,1,100
45,0.375,2,25
25,0.25,2,18
45,0.75,2,75
25,0.375,2,48
5,1,1,86
45,0.875,2,84
5,1,1,100
5,0.625,2,23
5,0.375,1,70
5,0,1,0
5,0.875,1,93
25,0.25,2,14
25,0.75,2,82
45,0.875,3,72
45,0.25,3,48
25,0.5,3,32
5,0,3,13
5,0.625,2,42
45,0.75,1,30
5,0.125,2,34
25,0.125,3,17
5,0.375,3,50
45,0.875,3,92
25,0,3,8
5,0.875,2,59
5,0.75,2,50
5,0.875,1,47
5,1,2,69
45,1,3,74
45,0.625,3,60
5,0.25,2,46
45,0.125,3,6
25,0.25,2,17
45,0,3,13
25,0.625,3,51
25,0,2,12
45,0.5,2,53
5,0.75,1,53
5,0.25,3,45
45,1,3,82
45,0.5,2,44
45,0.125,2,25
5,0.875,1,54
45,0.25,1,55
45,0,2,20
25,0,1,34
5,0,2,43
45,0.75,3,62
5,0.625,2,75
25,0.625,2,52
25,0.375,2,21
45,0.125,2,44
25,0.25,2,34
5,0.125,1,57
45,0.375,2,52
25,0.875,3,74
5,0.25,1,41
45,1,2,63
25,0.125,2,43
5,0.75,1,67
45,0.625,3,46
25,0.75,2,67
45,0.75,3,82
5,1,1,46
25,0.625,1,52
5,0.5,1,56
25,1,1,62
5,0.625,1,61
25,0.375,2,40
25,0.875,3,75
25,0.5,2,60
45,0.875,3,80
25,0.125,2,16
25,1,2,60
45,0.375,2,44
45,0.5,3,54
5,1,1,76
5,0,1,24
45,0.625,2,73
5,0.375,1,43
25,0.75,2,74
45,0,3,11
45,0.375,3,16
25,0.875,3,86
25,1,2,79
25,0.75,2,53
25,0.375,2,57
5,0.125,1,54
5,0.5,1,58
5,0.375,1,10
25,0.25,1,31
45,0.25,3,27
25,0.5,2,36
5,0.5,1,62
